reactants,products,set
CC(=O)NCC(C)(C)c1ccc(N)cc1-c1cccnc1.COc1ccc(C(=O)Cl)cc1OC,COc1ccc(C(=O)Nc2ccc(C(C)(C)CNC(C)=O)c(-c3cccnc3)c2)cc1OC,train
CCn1cc(C(=O)O)c(=O)n(-c2ccc(F)cc2)c1=O.COc1cc2nccc(Oc3ccc(N)cc3F)c2cc1OC,CCn1cc(C(=O)Nc2ccc(Oc3ccnc4cc(OC)c(OC)cc34)c(F)c2)c(=O)n(-c2ccc(F)cc2)c1=O,train
CCCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.O=Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,CCCCCCCCCCC=Cc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,train
CCN1CCN(c2nc(C)c(C(=O)O)s2)C1=O.NCc1cccnc1,CCN1CCN(c2nc(C)c(C(=O)NCc3cccnc3)s2)C1=O,train
CC=O.Nc1ccc(Br)cn1,CCNc1ccc(Br)cn1,train
CC1(C)OB(c2cc(C(F)F)ccc2F)OC1(C)C.Cc1c(-c2ccccn2)nc2cc(F)cc(F)c2c1Nc1cc(N2CCOCC2)ncc1I,Cc1c(-c2ccccn2)nc2cc(F)cc(F)c2c1Nc1cc(N2CCOCC2)ncc1-c1cc(C(F)F)ccc1F,train
CCCCCCCCBr.O=C1CCCCCCCN1,CCCCCCCCN1CCCCCCCC1=O,train
CN(C)CC(=O)N1CCC[C@H]1COc1cccc2ncnc(Nc3ccc(O)c(Cl)c3)c12.Cc1cccc(CO)n1,Cc1cccc(COc2ccc(Nc3ncnc4cccc(OC[C@@H]5CCCN5C(=O)CN(C)C)c34)cc2Cl)n1,train
CN1CS(=O)c2cc(CCN)ccc21.O=C1c2ccccc2C(=O)N1CCCCBr,CN1CS(=O)c2cc(CCNCCCCN3C(=O)c4ccccc4C3=O)ccc21,train
Nc1cnc(F)cc1-c1cc(Br)cnc1F,Fc1cc2c(cn1)[nH]c1ncc(Br)cc12,train
C#Cc1ccc(C2CC2C(=O)OC)cc1.Cc1cccc(I)c1,COC(=O)C1CC1c1ccc(C#Cc2cccc(C)c2)cc1,train
Cc1cccc(C(=O)NCc2ccc(C#N)cc2N)c1.O=C(CCl)Nc1ccccc1,Cc1cccc(C(=O)NCc2ccc(C#N)cc2NCC(=O)Nc2ccccc2)c1,train
O=C(O)c1cc(Cl)c(Cl)cc1C(=O)O,O=C(O)c1ccc(Cl)cc1C(=O)O,train
C1CC(N2CCOCC2)CCN1.CCc1nccc(-c2ccc(C(=O)O)c(Cl)c2)c1C#Cc1ccc(N)nc1,CCc1nccc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,train
O=C(Cc1ccc(F)cc1F)c1ccc(F)cc1.c1nc[nH]n1,O=C(Cc1ccc(F)cc1F)c1ccc(-n2cncn2)cc1,train
COc1ccc(C)cc1C(CCN(C(C)C)C(C)C)c1ccccc1,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,train
C[Si](C)(C)C#Cc1cncnc1.Cc1cnc(N)c(I)c1,Cc1cnc2[nH]c([Si](C)(C)C)c(-c3cncnc3)c2c1,train
CN1CCc2c(n(CC(=O)O)c3cccc(Cl)c23)C1.Nc1ccc(F)cc1,CN1CCc2c(n(CC(=O)Nc3ccc(F)cc3)c3cccc(Cl)c23)C1,train
CC(C)(C)OC(=O)N=C(NCc1cnn(C[C@H]2NC(=O)[C@H]2N)n1)N(CC1CN(C(=O)OC(C)(C)C)C1)C(=O)OC(C)(C)C.CC(C)(C)OC(=O)Nc1nc(/C(=N/OC2(C(=O)OC(c3ccccc3)c3ccccc3)CC2)C(=O)O)cs1,CC(C)(C)OC(=O)N=C(NCc1cnn(C[C@H]2NC(=O)[C@H]2NC(=O)/C(=N\OC2(C(=O)OC(c3ccccc3)c3ccccc3)CC2)c2csc(NC(=O)OC(C)(C)C)n2)n1)N(CC1CN(C(=O)OC(C)(C)C)C1)C(=O)OC(C)(C)C,train
CCOC(=O)C(CC(C)C)c1cc(-c2ccc(C(F)(F)F)cc2)cc(C2CCCC(C(F)(F)F)N2)c1.FC(F)(F)c1ccc(CBr)cc1,CCOC(=O)C(CC(C)C)c1cc(-c2ccc(C(F)(F)F)cc2)cc(C2CCCC(C(F)(F)F)N2Cc2ccc(C(F)(F)F)cc2)c1,train
CCOC(=O)CCn1c(C)cnc(O)c1=O.NCC(F)(F)c1ccccc1,CCOC(=O)CCn1c(C)cnc(NCC(F)(F)c2ccccc2)c1=O,train
BrC(Br)(Br)Br.CCOc1ccc([N+](=O)[O-])c(C=O)c1,CCOc1ccc([N+](=O)[O-])c(C=C(Br)Br)c1,train
CCOC(=O)c1c(S)nc2cc(Cl)c(F)cc2c1O.O=C1CCCCC1Cl,CCOC(=O)c1c(SC2CCCCC2=O)nc2cc(Cl)c(F)cc2c1O,train
CCOC(=O)C(=CNC1CC1)C(=O)c1c(F)c(F)c(Br)c(F)c1F,CCOC(=O)c1cn(C2CC2)c2c(F)c(Br)c(F)c(F)c2c1=O,train
CC(=O)c1ccc(C=O)s1.COc1cc(N)ccc1-c1cnco1,COc1cc(NCc2ccc(C(C)=O)s2)ccc1-c1cnco1,train
CCOC(=O)c1c(C(=O)OCC)c2c(-c3ccccc3)cc(N3CCOCC3)nn2c1CCCO.CI,CCOC(=O)c1c(C(=O)OCC)c2c(-c3ccccc3)cc(N3CCOCC3)nn2c1CCCOC,train
CC(C)(C)OC(=O)N1CCC[C@@H]1CN.O=[N+]([O-])c1ccccc1F,CC(C)(C)OC(=O)N1CCC[C@@H]1CNc1ccccc1[N+](=O)[O-],train
COC(=O)c1cc2c3ccccc3n(C(=O)c3ccccc3)c2s1,COC(=O)c1cc2c3ccccc3n(C(C)=O)c2s1,train
CO[C@@H]1CCN(C(=O)OC(C)(C)C)C[C@H]1c1nccs1,CO[C@@H]1CCNC[C@H]1c1nccs1,train
N#Cc1cc(NC(=O)c2ccccc2F)ccc1NC(=O)C(F)(F)F,N#Cc1cc(NC(=O)c2ccccc2F)ccc1N,train
CC[C@H](C)[C@H](NC(=O)c1csc(N2CC(O)C2)n1)C(O[SiH](C)C)C(C)(C)C.CS(=O)(=O)Cl,CC[C@H](C)[C@H](NC(=O)c1csc(N2CC(OS(C)(=O)=O)C2)n1)C(O[SiH](C)C)C(C)(C)C,train
O=S(=O)([O-])CCCBr.Oc1cc(Cl)ccc1Cl,O=S(=O)([O-])CCCOc1cc(Cl)ccc1Cl,train
COc1nc2ccc(C(O)c3cnc(C)n3C)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1,COc1nc2ccc(C(=O)c3cnc(C)n3C)cc2c(Cl)c1Cc1ccc(C(F)(F)F)cc1,train
COc1cc(C(=O)O)c(Cl)cc1[N+](=O)[O-].Nc1ccccc1,COc1cc(C(=O)Nc2ccccc2)c(Cl)cc1[N+](=O)[O-],train
COC(=O)[C@H](CNC(=O)OC(C)(C)C)NC(=O)c1sc(C(=O)NCc2ccc(F)c(O)c2)cc1C,COC(=O)[C@H](CN)NC(=O)c1sc(C(=O)NCc2ccc(F)c(O)c2)cc1C,train
BrC1CCCC1.Cc1cc(N2CCCC2=O)ccc1-c1ccc(C(=O)N2CCc3cc4c(cc32)C2(CCNCC2)CO4)cc1,Cc1cc(N2CCCC2=O)ccc1-c1ccc(C(=O)N2CCc3cc4c(cc32)C2(CCN(C3CCCC3)CC2)CO4)cc1,train
O=C(c1ccccc1)c1ccc2nccnc2c1,OC(c1ccccc1)c1ccc2nccnc2c1,train
CCCCNC(=O)c1ccc2c(c1)N=C(Cl)c1cc(Cl)ccc1S2.Clc1ccc([Zn+])s1,CCCCNC(=O)c1ccc2c(c1)N=C(c1ccc(Cl)s1)c1cc(Cl)ccc1S2,train
CC(C)I.Clc1cc(Cl)c2nc[nH]c2n1,CC(C)n1cnc2c(Cl)cc(Cl)nc21,train
COc1cc(N)cc(C(=O)O)c1.Cc1ccc(-n2nc([Si](C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc(Cl)n3)c3ccccc23)cc1,COc1cc(Nc2nccc(Oc3ccc(NC(=O)Nc4cc([Si](C)(C)C)nn4-c4ccc(C)cc4)c4ccccc34)n2)cc(C(=O)O)c1,train
CCc1ccc2c(c1)C(=O)CCN2C.NO,CCc1ccc2c(c1)/C(=N/O)CCN2C,train
CC(F)(F)c1ccc(C(=O)OCc2ccccc2)cn1,CC(F)(F)c1ccc(CO)cn1,train
CCOC(=O)NCCCl.c1ccc2c(c1)nc(NC1CCNCC1)n2Cc1cscn1,CCOC(=O)NCCN1CCC(Nc2nc3ccccc3n2Cc2cscn2)CC1,train
CC(C)(C)OC(=O)N1CCN(Cc2ccc(Cl)cc2C(=O)N2CCOCC2)CC1,O=C(c1cc(Cl)ccc1CN1CCNCC1)N1CCOCC1,train
Cc1ccc(O)cc1.FC(F)=C(F)F,Cc1ccc(OC(F)(F)C(F)F)cc1,train
C=C(C)[C@@H]1CC[C@]2(COC(=O)c3ccccc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(OS(=O)(=O)C(F)(F)F)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12.CCCC[Sn](CCCC)(CCCC)c1cc(C(=O)OCC)[nH]n1,C=C(C)[C@@H]1CC[C@]2(COC(=O)c3ccccc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6cc(C(=O)OCC)[nH]n6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,train
Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(C)C=O,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1C(C)CO,train
COc1ccc([N+](=O)[O-])cc1N=C=O.NC(C(=O)Nc1ccc(Br)cc1)c1ccccc1,COc1ccc([N+](=O)[O-])cc1NC(=O)NC(C(=O)Nc1ccc(Br)cc1)c1ccccc1,train
CCCCC=CCCCCOC(C)=O,CCCCC=CCCCCO,train
CCSc1ccccc1C(=O)OC,CCSc1ccccc1CO,train
CCOC(=O)c1c(C)cc(C)[nH]c1=O.OB(O)c1ccc(F)cc1,CCOC(=O)c1c(C)cc(C)n(-c2ccc(F)cc2)c1=O,train
CC(=O)SC(C)C(=O)Nc1ccc(C2=NNC(=O)CC2C)cc1,CC(S)C(=O)Nc1ccc(C2=NNC(=O)CC2C)cc1,train
CC(NCCCN)c1ccc(Cl)c(Cl)c1.O=C(O)CCc1nc2ccc(N3CCCCC3)nc2s1,CC(NCCCNC(=O)CCc1nc2ccc(N3CCCCC3)nc2s1)c1ccc(Cl)c(Cl)c1,train
CC(C)(C)OC(=O)Cn1c(CCc2ccccc2)ccc(NC(=O)OCc2ccccc2)c1=O,O=C(O)Cn1c(CCc2ccccc2)ccc(NC(=O)OCc2ccccc2)c1=O,train
CC(=O)N(CCCc1ccccc1)[C@H]1CC[C@H](c2ccc(OCc3ccccc3)cc2)CC1,CCN(CCCc1ccccc1)[C@H]1CC[C@H](c2ccc(OCc3ccccc3)cc2)CC1,train
COC=C(C#N)C(OC)OC.C[O-],COC(OC)C(C#N)C(OC)OC,train
CCOC(=O)CNC(=O)c1c(O)c(-c2ccc(F)c(F)c2)cc2nc(-c3ccc(F)c(F)c3)cnc12,O=C(O)CNC(=O)c1c(O)c(-c2ccc(F)c(F)c2)cc2nc(-c3ccc(F)c(F)c3)cnc12,train
CN=C=S.NCCSCc1ncccc1N,CNC(=S)NCCSCc1ncccc1N,train
CS(=O)(=O)Cl.OC[C@H]1CCc2sc3ncnc(OC4CCC(N5CC6(COC6)C5)CC4)c3c21,CS(=O)(=O)OC[C@H]1CCc2sc3ncnc(OC4CCC(N5CC6(COC6)C5)CC4)c3c21,train
Cc1c(I)ccc2nc(-c3nc(-c4cc(F)c(CCC(=O)OC(C)(C)C)cc4Cl)no3)cn12,Cc1c(I)ccc2nc(-c3nc(-c4cc(F)c(CCC(=O)O)cc4Cl)no3)cn12,train
C[C@H]1SC(NC(=O)c2ccccc2)=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ncco3)C[C@@H]12.NC1=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ncco3)C[C@H]2CS1,C[C@H]1SC(N)=N[C@@]2(c3ccc(F)cc3F)CO[C@@H](c3ncco3)C[C@@H]12,train
CCCN=C=O.Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(N)nc2n1,CCCNC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,train
CCc1ccc([C@@H]2O[C@H](COC(=O)[C@H](NC(=O)OC(C)(C)C)C(C)C)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2,CCc1ccc([C@@H]2O[C@H](COC(=O)[C@H](N)C(C)C)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc2c(c1)OCCO2,train
Cc1nc(O)c([N+](=O)[O-])c(N2CCc3ccccc3CC2)n1.ClCCCc1ccccc1,Cc1nc(OCCCc2ccccc2)c([N+](=O)[O-])c(N2CCc3ccccc3CC2)n1,train
O=C(Cl)OCc1ccccc1.O=C(O)C1(C2CCCCC2)CCNCC1,O=C(OCc1ccccc1)N1CCC(C(=O)O)(C2CCCCC2)CC1,train
CC(C)(C)OC(=O)NC(C(=O)O)c1ccccc1.COc1ccc(NCCc2ccc(C(F)(F)F)cc2)cc1OC,COc1ccc(N(CCc2ccc(C(F)(F)F)cc2)C(=O)C(NC(=O)OC(C)(C)C)c2ccccc2)cc1OC,train
CNC.COc1ccc(COc2cnn(CC(=O)c3ccc(CBr)cc3C)c(=O)c2)nc1,COc1ccc(COc2cnn(CC(=O)c3ccc(CN(C)C)cc3C)c(=O)c2)nc1,train
COc1cc(Nc2nccc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)ccc1OCCOCCN.CS(=O)(=O)Cl,COc1cc(Nc2nccc(-c3ccc(OC4CCOCC4)c(C#N)c3)n2)ccc1OCCOCCNS(C)(=O)=O,train
CC(C)(C)OC(=O)Nc1cccc(NC2CC2)c1.N#CSc1nc(Cl)ncc1[N+](=O)[O-],CC(C)(C)OC(=O)Nc1cccc(N(c2ncc([N+](=O)[O-])c(SC#N)n2)C2CC2)c1,train
CC(C)CSc1ccc2cc([N+](=O)[O-])c(N)cc2c1,CC(C)CSc1ccc2cc(N)c(N)cc2c1,train
C1CCNC1.CC(C)(C)OC(=O)N1CCC(c2ccc(Br)cc2)CC1,CC(C)(C)OC(=O)N1CCC(c2ccc(N3CCCC3)cc2)CC1,train
Nc1ccc(F)cc1.O=C(O)C1(C(=O)O)CCC1,O=C(O)C1(C(=O)Nc2ccc(F)cc2)CCC1,train
Cc1ccc(C(=O)Cl)cc1.Cc1ccc2nc(N)sc2c1,Cc1ccc(C(=O)Nc2nc3ccc(C)cc3s2)cc1,train
O=[N+]([O-])c1ccc(Oc2ccc(I)cc2)cc1,Nc1ccc(Oc2ccc(I)cc2)cc1,train
CCOC(=O)CS.N#CCNC(=O)[C@@H]1CCCC[C@H]1CS(=O)(=O)c1ccc(F)cc1,CCOC(=O)CSc1ccc(S(=O)(=O)C[C@@H]2CCCC[C@H]2C(=O)NCC#N)cc1,train
CCNCC.O=C(Cl)c1ccc(I)cc1,CCN(CC)C(=O)c1ccc(I)cc1,train
CCC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCC)C(=O)N[C@@H](C)P(=O)(O)O,CCC[C@H](NC(=O)[C@@H](N)CCC)C(=O)N[C@@H](C)P(=O)(O)O,train
CC(C)(C)OC(=O)N1CCC(n2cnc(-c3ccccc3)c2)CC1,c1ccc(-c2cn(C3CCNCC3)cn2)cc1,train
N=C(N)c1ccc(C=Cc2ccccc2)cc1.O=[N+]([O-])c1ccc(C=CS(=O)(=O)Cl)cc1,N=C(NS(=O)(=O)C=Cc1ccc([N+](=O)[O-])cc1)c1ccc(C=Cc2ccccc2)cc1,train
C#Cc1cc(Nc2ncnc3cnc(F)cc23)ccc1Cl.COc1ccc(CN)cc1,C#Cc1cc(Nc2ncnc3cnc(NCc4ccc(OC)cc4)cc23)ccc1Cl,train
COC(=O)c1cocc1-n1c(Cl)nn(C)c1=O.C[O-],COC(=O)c1cocc1-n1c(OC)nn(C)c1=O,train
Fc1cc(Cl)cc(CCl)c1.OCC(F)(F)F,Fc1cc(Cl)cc(COCC(F)(F)F)c1,train
ClC1O[C@H](COCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1OCc1ccccc1.O=[N+]([O-])c1cc2nc(Cl)[nH]c2cc1[N+](=O)[O-],O=[N+]([O-])c1cc2nc(Cl)n([C@@H]3O[C@H](COCc4ccccc4)[C@@H](OCc4ccccc4)[C@H]3OCc3ccccc3)c2cc1[N+](=O)[O-],train
Cc1[nH]nc2c1c(=O)n(CCCN)c1ccc(C#CCO)cc21,Cc1[nH]nc2c1c(=O)n(CCCN)c1ccc(CCCO)cc21,train
CCOC(=O)c1cnn(-c2cc(CC)cnc2Cl)c1C,CCc1cnc(Cl)c(-n2ncc(C(=O)O)c2C)c1,train
CC(C)(C)OC(=O)N1CCC(c2ccc(O)cc2)C(O)C1.Fc1ccc(OCCCBr)cc1,CC(C)(C)OC(=O)N1CCC(c2ccc(OCCCOc3ccc(F)cc3)cc2)C(O)C1,train
COc1ccc(B(O)O)c(OC)c1.Nc1c(C(=O)NC2CC2)nnc2c(Br)cccc12,COc1ccc(-c2cccc3c(N)c(C(=O)NC4CC4)nnc23)c(OC)c1,train
COc1cc(CCOP(=O)(O)O)ccc1OC(=O)O[C@H](c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H](C)N(Cc1cc(C(F)(F)F)ccc1-c1cc(C(C)C)c(F)cc1OC)C(=O)OC(C)(C)C.Cl,COc1cc(CCOP(=O)(O)O)ccc1OC(=O)O[C@H](c1cc(C(F)(F)F)cc(C(F)(F)F)c1)[C@H](C)[NH2+]Cc1cc(C(F)(F)F)ccc1-c1cc(C(C)C)c(F)cc1OC,train
NS(=O)(=O)c1ccccc1S(=O)(=O)NC(=O)c1ccc(I)c(Br)c1.OB(O)c1cc2ccccc2o1,NS(=O)(=O)c1ccccc1S(=O)(=O)NC(=O)c1ccc(-c2cc3ccccc3o2)c(Br)c1,train
CC(C)S(=O)(=O)c1ncccc1Br.CC1(C)OB(c2ccc(-c3cnc4[nH]ccc4c3)c(F)c2)OC1(C)C,CC(C)S(=O)(=O)c1ncccc1-c1ccc(-c2cnc3[nH]ccc3c2)c(F)c1,train
CC(C)(C)OC(=O)N1CCC(Oc2ccc(C#N)cc2)CC1,N#Cc1ccc(OC2CCNCC2)cc1,train
C1CCCNCC1.CCCCBr,CCCCN1CCCCCC1,train
BrCCCCCCCCCOC1CCCCO1.OCCc1ccccc1,c1ccc(CCOCCCCCCCCCOC2CCCCO2)cc1,train
CS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,CS(=O)(=O)c1ccc(Cl)c(N)c1,train
CC(C)(C)c1ccc([Mg+])cc1.O=C1Cc2ccccc2C1,CC(C)(C)c1ccc(C2(O)Cc3ccccc3C2)cc1,train
COC(=O)C(C)(C)Sc1cccc(O)c1.OCCn1ccc2ccccc21,COC(=O)C(C)(C)Sc1cccc(OCCn2ccc3ccccc32)c1,train
CCOC(=O)C1(c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)CC1.Cc1noc(-c2ccc(Br)cc2)c1C(O)C(=O)NCCc1ccccc1,CCOC(=O)C1(c2ccc(-c3ccc(-c4onc(C)c4C(O)C(=O)NCCc4ccccc4)cc3)cc2)CC1,train
O=C1CCCCCC1.O=C1NCN(c2ccccc2)C12CCNCC2.[C-]#N,N#CC1(N2CCC3(CC2)C(=O)NCN3c2ccccc2)CCCCCC1,train
CCOC(=O)c1cc(OCCNC(=O)OC(C)(C)C)cc(C(=O)OCC)n1,CCOC(=O)c1cc(OCCN)cc(C(=O)OCC)n1,train
CC(C)(C)OC(=O)N(CCO)c1cn(-c2cccnc2)nc1Cl.CS(=O)(=O)Cl,CC(C)(C)OC(=O)N(CCOS(C)(=O)=O)c1cn(-c2cccnc2)nc1Cl,train
CCOC(=O)CCCCBr.COC(=O)c1ccc(CNC2CCc3cccc(OC)c3C2)cc1,CCOC(=O)CCCCN(Cc1ccc(C(=O)OC)cc1)C1CCc2cccc(OC)c2C1,train
CCCc1cccc(OCOC)c1,CC=Cc1cccc(OCOC)c1,train
CCOC(=O)c1cc(Br)cs1.N#C[Cu],CCOC(=O)c1cc(C#N)cs1,train
N#Cc1cnc2c(Br)cc([N+](=O)[O-])cc2c1Cl.NC1CCCCCC1,N#Cc1cnc2c(Br)cc([N+](=O)[O-])cc2c1NC1CCCCCC1,train
COC(=O)C(CNC(=O)OC(C)(C)C)Cc1cc(Cl)ccc1OC,COc1ccc(Cl)cc1CC(CNC(=O)OC(C)(C)C)C(=O)O,train
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.COc1cccc(-c2cc3[nH]nc(I)c3s2)c1,COc1cccc(-c2cc3c(s2)c(I)nn3C(=O)OC(C)(C)C)c1,train
CI.COc1cc(N2CCN(C(=O)OC(C)(C)C)[C@@H](CO)C2)ccc1Cl,COCC1CN(c2ccc(Cl)c(OC)c2)CCN1C(=O)OC(C)(C)C,train
CC(=O)c1ccc(C(F)(F)F)cc1.CC(O)(c1ccc(Cl)cc1)C1CC1,CC(O)(c1ccc(C(F)(F)F)cc1)C1CC1,train
CCCCS.Clc1ccc(CC(Cl)n2ccnc2)c(Cl)c1,CCCCSC(Cc1ccc(Cl)cc1Cl)n1ccnc1,train
CI.Oc1cccc2cccnc12,COc1cccc2cccnc12,train
CCOC(=O)Cl.Nc1ccc2oc3c(c2c1)CCCCC3,CCOC(=O)Nc1ccc2oc3c(c2c1)CCCCC3,train
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CCOC(=O)C=C(C)[C@@H]1[C@H](N)C(=O)N1Cc1ccc(OC)cc1OC,CCOC(=O)C=C(C)[C@@H]1[C@H](NC(=O)OC(C)(C)C)C(=O)N1Cc1ccc(OC)cc1OC,train
ClCCCCn1cnc2ccccc21.O=c1[nH]c2ccccc2n1C1CCNCC1,O=c1[nH]c2ccccc2n1C1CCN(CCCCn2cnc3ccccc32)CC1,train
CC(C)(C)OC(=O)N1CC(N2CCNCC2)C1.COc1cc(Cl)c(I)cc1NCC(=O)O,COc1cc(Cl)c(I)cc1NCC(=O)N1CCN(C2CN(C(=O)OC(C)(C)C)C2)CC1,train
COC(=O)c1cc([N+](=O)[O-])ccc1O.OC(c1ccccc1)c1ccc(Cl)cc1Cl,COC(=O)c1cc([N+](=O)[O-])ccc1OC(c1ccccc1)c1ccc(Cl)cc1Cl,train
Cc1cccc(C)c1N.O=C(Br)CBr,Cc1cccc(C)c1NC(=O)CBr,train
Cc1noc(N)c1Br.O=S(=O)(Cl)c1c(Cc2ccccc2)sc2ccccc12,Cc1noc(NS(=O)(=O)c2c(Cc3ccccc3)sc3ccccc23)c1Br,train
CC(C)(C)OC(=O)Nc1ncc(C#C[Si](C)(C)C)s1.Cc1cn(-c2cc(NC(=O)c3ccc(C)c(I)c3)cc(C(F)(F)F)c2)cn1,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(C#Cc4cnc(NC(=O)OC(C)(C)C)s4)c3)cc(C(F)(F)F)c2)cn1,train
CCCC[Sn](CCCC)(CCCC)c1ccc(N2CCOCC2)nc1.Cc1c(Cl)nc2cc(F)cc(F)c2c1Cl,Cc1c(-c2ccc(N3CCOCC3)nc2)nc2cc(F)cc(F)c2c1Cl,train
NCc1ccc(Br)cc1F.O=C(O)c1cc2n(n1)CCCC2,O=C(NCc1ccc(Br)cc1F)c1cc2n(n1)CCCC2,train
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ncnc1OCCN.CS(=O)(=O)Cl,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ncnc1OCCNS(C)(=O)=O,train
CCOC(=O)c1c[nH]c2c(F)cc(I)cc2c1=O,O=C(O)c1c[nH]c2c(F)cc(I)cc2c1=O,train
CC(C)(CO)NC(=O)OC(C)(C)C.CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)O,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)OCC(C)(C)NC(=O)OC(C)(C)C,train
CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.COC(=O)C(N)Cc1ccc(O)cc1,COC(=O)C(Cc1ccc(O)cc1)NC(=O)OC(C)(C)C,train
CC(C)(C)OC(=O)N1CCN(CCOc2cccc(OS(=O)(=O)c3ccccc3Cl)c2)CC1,O=S(=O)(Oc1cccc(OCCN2CCNCC2)c1)c1ccccc1Cl,train
CCOC(=O)c1cc2ccc(CNCc3ccccc3)cc2s1.O=S(=O)(Cl)c1ccccc1,CCOC(=O)c1cc2ccc(CN(Cc3ccccc3)S(=O)(=O)c3ccccc3)cc2s1,train
O=C1NC(=O)C2(CCOc3c([N+](=O)[O-])cc(F)cc32)S1,Nc1cc(F)cc2c1OCCC21SC(=O)NC1=O,train
CC1(C)CCC=C1c1cc(C(=O)O)ccc1-c1cc(O)ccc1F.CO,COC(=O)c1ccc(-c2cc(O)ccc2F)c(C2=CCCC2(C)C)c1,train
CN(C)CCOc1ccc(N)cc1F.Cc1nc(-c2cccc(NC(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Cl)n2)s1,Cc1nc(-c2cccc(NC(=O)c3c(F)cccc3F)c2)c(-c2ccnc(Nc3ccc(OCCN(C)C)c(F)c3)n2)s1,train
CCN(CC)c1ccc([N+](=O)[O-])cc1C#N,CCN(CC)c1ccc(N)cc1C#N,train
COC(=O)c1ccc(C(O)C(C)O)cn1,CC(O)C(O)c1ccc(C(=O)O)nc1,train
CCNCc1cc([N+](=O)[O-])ccc1Oc1cc(CC(=O)OCC)ccc1OC.O=C(Cl)OCc1ccccc1,CCOC(=O)Cc1ccc(OC)c(Oc2ccc([N+](=O)[O-])cc2CN(CC)C(=O)OCc2ccccc2)c1,train
CCn1c2ccccc2c2cccc(C(=O)OC)c21,CCn1c2ccccc2c2cccc(CO)c21,train
CS(=O)(=O)OCC1(c2cccc3ccccc23)CCCC1.[C-]#N,N#CCC1(c2cccc3ccccc23)CCCC1,train
CCO.Nc1cc(Cl)nc(N)[n+]1[O-],CCOc1cc(N)[n+]([O-])c(N)n1,train
O=C(CBr)OCc1ccccc1.c1ccc(-c2ncc[nH]2)cc1,O=C(Cn1ccnc1-c1ccccc1)OCc1ccccc1,train
CCCc1nnc(N)s1.CN=C=O,CCCc1nnc(NC(=O)NC)s1,train
C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc(NC(=O)OC(C)(C)C)cc2)n1,C[C@H]1COCCN1c1cc(CS(C)(=O)=O)nc(-c2ccc(N)cc2)n1,train
CCC[C@@H](NC(=O)OC(C)(C)C)C(=O)N1CC(F)C1,CCC[C@@H](N)C(=O)N1CC(F)C1,train
Nc1cccnc1.O=C(Cl)Oc1ccccc1,O=C(Nc1cccnc1)Oc1ccccc1,train
COc1ccc(C(=O)C(=O)c2ccnc(Cl)c2)cc1.N#Cc1cccc(B(O)O)c1,COc1ccc(C(=O)C(=O)c2ccnc(-c3cccc(C#N)c3)c2)cc1,train
C=CCBr.C[C@H]1Oc2ccc(F)cc2NC(=O)[C@H]1NC(=O)OC(C)(C)C,C=CCN1C(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)Oc2ccc(F)cc21,train
OCC1(c2ccccc2)c2ccccc2-c2ccccc21,O=CC1(c2ccccc2)c2ccccc2-c2ccccc21,train
